"1.1","1.2","1.3","1.4","2.1","2.2","2.3","2.4","3.1","3.2","3.3","3.4","4.1","4.2","4.3","4.4","5.1","5.2","5.3","5.4","6.1","6.2","6.3","6.4","y"
0.9,0.25,0.17,0.58,0.33,0.5,1,0.05,0.71,0.39,0.6,0.24,0.85,0.08,0,0.96,0.15,0.81,0.33,0.73,0.44,0.21,0.21,0.91,8
0.941176,0.811765,0.776471,0.870588,0.717647,0,0.317647,0.807843,0.835294,0.329412,0.290196,0.709804,0.988235,0.988235,0.686275,0.329412,0.913725,0.396078,0.278431,0.639216,1,0.780392,0.733333,0.992157,5
1,0.317647058823529,0.603921568627451,1,1,0,0.415686274509804,1,1,0.141176470588235,0.270588235294118,1,1,0.250980392156863,0.156862745098039,1,1,0.309803921568627,0.0627450980392157,1,1,0.619607843137255,0.215686274509804,1,1
0.75,0,0.42,0.97,0.25,0.56,0.39,0.38,0.32,1,0.95,0.22,0.42,1,1,0.32,0.24,0.91,0.7,0.24,0.44,0.24,0.27,0.78,0
1,0.61569,0.48627,1,0.96471,0.21176,0.73333,1,0.77647,0.043137,0.80392,0.99608,0.54118,0.0039216,0.16078,0.57255,0.56471,0.32941,0.6902,0.066667,0.8902,0.11765,0,0.35294,6
0.894117647059,0.211764705882,0.0078431372549,0.654901960784,0.0823529411765,0.43137254902,0.694117647059,0.00392156862745,0.0588235294118,1,0.894117647059,0.0588235294118,0.0666666666667,1,0.580392156863,0.0980392156863,0,0.321568627451,0.0470588235294,0.78431372549,0.61568627451,0.360784313725,0.890196078431,1,0
0.666666666666667,0.435294117647059,0.474509803921569,0.905882352941176,0.905882352941176,0.952941176470588,0.682352941176471,0.580392156862745,1,0.772549019607843,0.552941176470588,0.545098039215686,1,0.482352941176471,0,0.615686274509804,0.984313725490196,1,0.725490196078431,0.556862745098039,0.780392156862745,0.443137254901961,0.415686274509804,0.843137254901961,3
0.63529,0.4549,0.43922,0.67843,0.21961,0.57647,0.49412,0.2,0.89804,1,0.61176,0.35294,1,0.75294,0.28627,0.84706,0.49412,0,0.4,0.63137,0.61176,0.40784,0.44314,0.43922,2
0.73,0.22,0.22,0.77,0.67,0.68,0.5,0.51,1,0.52,0,0.58,0.92,0.91,0.7,0.36,0.27,0.83,0.71,0.16,0.45,0.13,0.08,0.52,3
0.078431372549,0.972549019608,1,0.996078431373,0.0823529411765,0.964705882353,1,1,0.078431372549,0.960784313725,1,0.98431372549,0.137254901961,0.760784313725,0.729411764706,1,0.0274509803922,0,0.0274509803922,0.207843137255,0.874509803922,0.262745098039,0.247058823529,0.627450980392,4
0.560784,0.098039,0.141176,0.682353,0.062745,0.509804,0.439216,0.145098,0.203922,0.34902,0.552941,0,0.862745,0.384314,0.070588,0.121569,1,0.662745,0.117647,0.619608,0.592157,0.141176,0.576471,1,9
0.23137255,0.17254902,0.23921569,0.45490196,0.28627452,0.8352941,1,0.99607843,0.29803923,0.47843137,0.6392157,0.5803922,0.73333335,0.38039216,0.61960787,0,1,0.9882353,1,0.23921569,0.4509804,0.21960784,0.19607843,0.23529412,5
0.72157,0.3451,0.18039,0.53333,0.98431,0.9098,0.73725,0.16863,0.85882,0.11765,0,0.23529,1,0.89804,0.67059,0.12941,0.80392,0.72941,0.81569,0.25882,0.67451,0.27451,0.21569,0.19216,3
0.74,0.15,0.13,0.7,0.69,0.62,0.44,0.23,1,0.72,0.05,0.51,0.99,0.65,0,0.48,0.36,0.88,0.64,0.11,0.28,0.03,0.03,0.47,3
0.956862745098039,0.462745098039216,0,0.941176470588235,0.380392156862745,0.36078431372549,0.176470588235294,0.83921568627451,0.866666666666667,0.976470588235294,0.258823529411765,0.858823529411765,1,0.956862745098039,0.23921568627451,0.937254901960784,1,0.945098039215686,0.247058823529412,0.952941176470588,1,0.972549019607843,0.419607843137255,0.945098039215686,1
0.93,0.75,0.83,1,0.42,0.56,0.8,1,0.36,0.9,0.96,1,0,0.5,0.43,0.87,0.37,0.94,0.57,0.72,0.59,0.36,0.38,0.89,6
0.78431,0.36863,0.53333,0.59216,0.54118,0.47843,0.50196,0.52941,0.28235,0.52941,0.40784,0.5098,0.28235,0.22745,0,0.41569,0.98824,0.99608,0.39608,0.6,1,1,0.4,0.62353,4
0.671875,0.3984375,0.3203125,0.17578125,0.9453125,0.90625,0.80859375,0.21875,0.99609375,0.94921875,0.2265625,0.359375,0.99609375,0.7421875,0,0.75390625,0.99609375,0.375,0.68359375,0.99609375,0.91015625,0.4609375,0.96484375,0.99609375,7
0,0.3,0.36,0.51,0.22,0.54,0.5,0.76,0.25,0.4,0.59,0.21,0.98,1,1,0.33,0.61,0.83,0.88,0.24,0.64,0.26,0.27,0.59,5
1,0.984,0.937,0.988,0.847,0.455,0.373,0.608,0.408,0.553,0.804,0.459,0.463,0.855,0.608,0.675,0.639,0.439,0.624,0.969,0.988,0.949,0.992,1,0
0.99,0.28,0.81,1,0.96,0.02,0.79,1,0.8,0,0.93,1,0.58,0.12,1,1,0.6,0.11,1,1,0.78,0.4,1,1,1
1,0.282352941176471,0.0313725490196078,0.835294117647059,0.454901960784314,0.168627450980392,0.435294117647059,0.129411764705882,0.0980392156862745,0.686274509803922,0.92156862745098,0,0.0274509803921569,0.843137254901961,0.847058823529412,0.0117647058823529,0.172549019607843,0.368627450980392,0.192156862745098,0.341176470588235,0.874509803921569,0.0705882352941176,0.309803921568627,1,0
1,0.851,0.761,0.941,0.937,0.533,0.388,0.667,0.792,0.659,0.612,0.89,0.839,0.494,0.827,0.949,0.545,0.314,0.561,0.729,0.957,0.894,0.886,0.984,2
1,0.26,0.02,0.64,0.64,0.02,0.53,0.22,0.29,0.53,0.92,0.12,0.11,0.86,0.88,0.11,0.14,0.8,0.56,0.3,0.58,0.13,0.2,0.84,0
0.945098039215686,0.474509803921569,0.349019607843137,0.627450980392157,0.309803921568627,0.690196078431373,1,0.313725490196078,0.76078431372549,0.909803921568627,0.854901960784314,0.36078431372549,0.533333333333333,0.494117647058824,0.247058823529412,0.690196078431373,0.274509803921569,0.850980392156863,0,0.749019607843137,0.647058823529412,0.443137254901961,0.737254901960784,0.447058823529412,2
1,0.505882352941176,0.0941176470588235,0.494117647058824,0.623529411764706,0.333333333333333,1,0.964705882352941,0.270588235294118,0.627450980392157,0.556862745098039,1,0,0.317647058823529,0.341176470588235,0.568627450980392,0.0862745098039216,0.96078431372549,0.345098039215686,0.737254901960784,0.411764705882353,0.101960784313725,0.509803921568627,1,6
0.38039,0.0039216,0.094118,0.12941,0.36863,0.3098,0.83137,0.87451,0.43922,0.023529,0.57647,1,0.89412,0.66667,0.13333,0.61961,0.98824,0.95294,0.27059,0.5098,0.57647,0.023529,0.21176,0.90588,5
0.858823529412,0.356862745098,0.733333333333,1,0.933333333333,0.670588235294,0.23137254902,0.81568627451,0.980392156863,1,0.443137254902,0.666666666667,1,0.870588235294,0.250980392157,0.894117647059,0.737254901961,0,0.466666666667,0.803921568627,0.643137254902,0.4,0.443137254902,0.474509803922,2
0.6,0.33,0.29,0.38,0.72,0.84,0.48,0.24,1,0.99,0.18,0.84,0.99,0.2,0,0.8,1,0.31,0.75,1,0.87,0.25,1,0.98,7
0,0.180392156862745,0.392156862745098,0.996078431372549,0.654901960784314,0.87843137254902,0.545098039215686,0.988235294117647,0.996078431372549,0.725490196078431,0.658823529411765,1,0.984313725490196,0.580392156862745,0.831372549019608,0.992156862745098,0.925490196078431,0.47843137254902,0.96078431372549,0.870588235294118,0.952941176470588,0.243137254901961,0.2,0.36078431372549,2
1,0.890196078,0.980392157,1,0.823529412,0.08627451,0.596078431,1,1,0.270588235,0.058823529,1,0.866666667,0.341176471,0,1,0.847058824,0.384313725,0.741176471,1,1,1,1,1,3
1,0.89,0.33,0.86,0.95,0.07,0.47,0.98,0.38,0.38,1,0.97,0.21,0.48,0.38,0.78,0.29,0,0.2,0.09,0.89,0.28,0.27,0.78,6
0,0.28,0.36,0.55,0.22,0.8,0.99,1,0.38,0.25,0.29,0.58,1,1,0.89,0.12,0.64,0.69,0.56,0.1,0.49,0.4,0.5,0.81,5
0.98,0.64,0.56,0.95,0.63,0.52,0.47,0.71,0.65,0,0.07,0.87,0.4,0.96,0.81,0.44,0.49,0.61,0.46,0.76,0.95,0.69,0.82,1,8
1,0.870588235,0.670588235,0.831372549,0.980392157,0.007843137,0.262745098,0.745098039,0.925490196,0.145098039,0,0.850980392,0.925490196,0.42745098,0.039215686,0.898039216,0.968627451,0.545098039,0.788235294,1,1,1,1,1,5
